transaction_id,transaction_ts,sales_date,branch_id,customer_id,payment_method,basket_amount
T0002842,2025-02-20 10:45:22,2025-02-20,B01,C0011,wallet,24000
T0002843,2025-02-20 14:20:36,2025-02-20,B06,C0009,wallet,38100
T0002844,2025-02-20 17:59:09,2025-02-20,B05,C0037,wallet,2500
T0002845,2025-02-20 21:57:02,2025-02-20,B03,C0018,cash,30800
T0002846,2025-02-20 12:56:00,2025-02-20,B02,C0058,wallet,9500
T0002847,2025-02-20 17:04:43,2025-02-20,B03,C0013,cash,40600
T0002848,2025-02-20 07:25:00,2025-02-20,B04,,wallet,24000
T0002849,2025-02-20 20:45:14,2025-02-20,B01,C0055,card,14100
T0002850,2025-02-20 19:27:37,2025-02-20,B03,C0037,cash,28700
T0002851,2025-02-20 11:16:25,2025-02-20,B04,,cash,13100
T0002852,2025-02-20 11:33:39,2025-02-20,B05,C0037,wallet,14700
T0002853,2025-02-20 11:56:11,2025-02-20,B02,C0068,card,12100
T0002854,2025-02-20 08:56:39,2025-02-20,B01,C0002,cash,5500
T0002855,2025-02-20 07:32:13,2025-02-20,B03,C0107,cash,7100
T0002856,2025-02-20 20:19:21,2025-02-20,B05,,card,13400
T0002857,2025-02-20 20:18:33,2025-02-20,B02,C0036,wallet,26500
T0002858,2025-02-20 07:54:43,2025-02-20,B04,,card,37600
T0002859,2025-02-20 07:50:55,2025-02-20,B01,C0048,card,20300
T0002860,2025-02-20 11:58:58,2025-02-20,B03,C0066,wallet,23600
T0002861,2025-02-20 18:42:35,2025-02-20,B04,C0049,cash,4100
T0002862,2025-02-20 08:09:31,2025-02-20,B06,C0004,cash,19500
T0002863,2025-02-20 14:31:49,2025-02-20,B02,C0026,cash,15700
T0002864,2025-02-20 15:52:15,2025-02-20,B05,C0043,cash,29000
T0002865,2025-02-20 22:01:58,2025-02-20,B04,C0120,card,25700
T0002866,2025-02-20 12:01:04,2025-02-20,B02,C0015,card,10600
T0002867,2025-02-20 08:50:38,2025-02-20,B05,C0047,wallet,15700
T0002868,2025-02-20 09:56:08,2025-02-20,B01,,wallet,16900
T0002869,2025-02-20 07:53:50,2025-02-20,B05,,cash,18900
T0002870,2025-02-20 21:27:44,2025-02-20,B05,C0120,cash,10100
T0002871,2025-02-20 08:41:18,2025-02-20,B04,C0015,wallet,16000
T0002872,2025-02-20 19:36:04,2025-02-20,B04,C0016,card,6400
T0002873,2025-02-20 14:49:18,2025-02-20,B01,,card,2300
T0002874,2025-02-20 16:01:49,2025-02-20,B05,C0084,cash,14800
T0002875,2025-02-20 12:16:57,2025-02-20,B04,C0055,wallet,10800
T0002876,2025-02-20 17:18:47,2025-02-20,B02,C0001,card,12500
T0002877,2025-02-20 18:17:32,2025-02-20,B06,C0077,cash,3300
T0002878,2025-02-20 07:40:00,2025-02-20,B06,C0061,cash,35700
T0002879,2025-02-20 07:36:05,2025-02-20,B05,C0020,card,20800
T0002880,2025-02-20 22:14:55,2025-02-20,B05,C0063,wallet,22200
T0002881,2025-02-20 08:51:06,2025-02-20,B05,C0011,cash,1900
T0002882,2025-02-20 22:12:55,2025-02-20,B06,,wallet,6500
T0002883,2025-02-20 11:00:48,2025-02-20,B06,C0088,cash,8200
T0002884,2025-02-20 11:29:36,2025-02-20,B05,C0056,card,4000
T0002885,2025-02-20 13:27:33,2025-02-20,B03,C0104,card,6200
T0002886,2025-02-20 18:34:17,2025-02-20,B04,C0021,card,5200
T0002887,2025-02-20 21:46:16,2025-02-20,B06,C0049,cash,8300
T0002888,2025-02-20 14:35:23,2025-02-20,B05,C0074,cash,7400
T0002889,2025-02-20 16:19:41,2025-02-20,B04,C0059,wallet,38400
T0002890,2025-02-20 13:11:02,2025-02-20,B02,C0014,cash,17900
T0002891,2025-02-20 15:25:17,2025-02-20,B05,C0108,card,2200
T0002892,2025-02-20 09:54:43,2025-02-20,B05,C0026,wallet,30100
T0002893,2025-02-20 17:28:08,2025-02-20,B02,C0102,card,19700
T0002894,2025-02-20 10:49:28,2025-02-20,B03,C0100,card,30800
T0002895,2025-02-21 22:46:29,2025-02-21,B06,C0038,cash,8100
T0002896,2025-02-21 22:47:10,2025-02-21,B06,C0037,cash,2600
T0002897,2025-02-21 19:44:25,2025-02-21,B05,C0039,cash,7000
T0002898,2025-02-21 22:27:01,2025-02-21,B03,C0072,cash,2600
T0002899,2025-02-21 18:35:09,2025-02-21,B05,C0036,cash,11000
T0002900,2025-02-21 09:46:58,2025-02-21,B02,C0101,card,4700
T0002901,2025-02-21 16:18:38,2025-02-21,B02,C0024,card,11100
T0002902,2025-02-21 09:46:23,2025-02-21,B04,C0088,card,15200
T0002903,2025-02-21 12:50:22,2025-02-21,B02,C0004,wallet,13500
T0002904,2025-02-21 20:42:06,2025-02-21,B02,C0084,wallet,14400
T0002905,2025-02-21 16:12:23,2025-02-21,B02,,wallet,13400
T0002906,2025-02-21 16:55:05,2025-02-21,B06,,wallet,8200
T0002907,2025-02-21 18:17:05,2025-02-21,B02,C0015,wallet,16700
T0002908,2025-02-21 09:51:46,2025-02-21,B06,,card,3400
T0002909,2025-02-21 07:12:43,2025-02-21,B05,,card,19500
T0002910,2025-02-21 20:42:39,2025-02-21,B06,C0036,cash,22200
T0002911,2025-02-21 15:05:38,2025-02-21,B06,,card,12000
T0002912,2025-02-21 15:09:48,2025-02-21,B05,C0038,wallet,17600
T0002913,2025-02-21 11:33:43,2025-02-21,B06,,cash,9700
T0002914,2025-02-21 19:37:21,2025-02-21,B03,C0025,cash,8200
T0002915,2025-02-21 14:49:42,2025-02-21,B04,C0062,cash,29900
T0002916,2025-02-21 08:50:11,2025-02-21,B01,C0061,card,25400
T0002917,2025-02-21 21:40:15,2025-02-21,B04,C0069,wallet,15200
T0002918,2025-02-21 17:58:36,2025-02-21,B02,C0091,wallet,4000
T0002919,2025-02-21 16:32:40,2025-02-21,B03,C0120,cash,6700
T0002920,2025-02-21 12:42:18,2025-02-21,B01,C0025,cash,34300
T0002921,2025-02-21 16:36:11,2025-02-21,B05,C0001,wallet,16600
T0002922,2025-02-21 22:08:24,2025-02-21,B05,C0082,card,3000
T0002923,2025-02-21 10:04:31,2025-02-21,B02,C0079,cash,7400
T0002924,2025-02-21 09:35:13,2025-02-21,B04,,wallet,16000
T0002925,2025-02-21 08:35:28,2025-02-21,B03,C0108,card,2100
T0002926,2025-02-21 12:11:32,2025-02-21,B04,C0062,cash,1300
T0002927,2025-02-21 10:32:38,2025-02-21,B03,,cash,10000
T0002928,2025-02-21 12:51:10,2025-02-21,B04,C0081,card,15500
T0002929,2025-02-21 20:18:13,2025-02-21,B04,C0058,card,20900
T0002930,2025-02-21 11:09:02,2025-02-21,B06,C0012,card,11900
T0002931,2025-02-21 19:19:46,2025-02-21,B03,C0032,wallet,19200
T0002932,2025-02-21 07:23:21,2025-02-21,B02,C0053,card,10100
T0002933,2025-02-21 13:53:44,2025-02-21,B01,C0009,wallet,12500
T0002934,2025-02-21 08:41:18,2025-02-21,B03,C0085,wallet,12900
T0002935,2025-02-21 19:59:32,2025-02-21,B04,C0030,wallet,16700
T0002936,2025-02-21 07:47:05,2025-02-21,B05,C0030,card,6900
T0002937,2025-02-21 18:19:23,2025-02-21,B05,C0002,cash,28000
T0002938,2025-02-21 18:29:46,2025-02-21,B01,C0017,cash,37600
T0002939,2025-02-21 17:00:51,2025-02-21,B05,C0084,wallet,6800
T0002940,2025-02-21 22:38:00,2025-02-21,B02,C0025,card,13000
T0002941,2025-02-22 11:51:35,2025-02-22,B04,,cash,3500
T0002942,2025-02-22 08:26:50,2025-02-22,B01,,cash,8200
T0002943,2025-02-22 07:18:33,2025-02-22,B06,C0099,wallet,30000
T0002944,2025-02-22 20:01:31,2025-02-22,B06,C0026,card,2300
T0002945,2025-02-22 07:41:54,2025-02-22,B02,C0014,cash,12600
T0002946,2025-02-22 16:54:35,2025-02-22,B02,C0003,cash,11300
T0002947,2025-02-22 14:50:43,2025-02-22,B02,C0013,card,34600
T0002948,2025-02-22 08:57:57,2025-02-22,B01,C0084,wallet,11100
T0002949,2025-02-22 09:11:12,2025-02-22,B02,C0099,card,11600
T0002950,2025-02-22 07:32:47,2025-02-22,B02,C0011,cash,10400
T0002951,2025-02-22 21:48:05,2025-02-22,B02,,cash,9400
T0002952,2025-02-22 07:15:39,2025-02-22,B05,,wallet,4300
T0002953,2025-02-22 20:44:27,2025-02-22,B04,,card,27200
T0002954,2025-02-22 12:17:43,2025-02-22,B02,,cash,2500
T0002955,2025-02-22 09:51:38,2025-02-22,B06,C0021,wallet,4100
T0002956,2025-02-22 08:18:58,2025-02-22,B02,,wallet,28900
T0002957,2025-02-22 13:12:23,2025-02-22,B01,C0015,card,2500
T0002958,2025-02-22 22:22:48,2025-02-22,B02,C0058,cash,9000
T0002959,2025-02-22 07:25:44,2025-02-22,B06,C0053,wallet,7100
T0002960,2025-02-22 12:02:12,2025-02-22,B06,C0057,cash,2400
T0002961,2025-02-22 10:56:32,2025-02-22,B03,C0109,cash,24900
T0002962,2025-02-22 07:47:51,2025-02-22,B01,C0086,cash,5600
T0002963,2025-02-22 19:30:38,2025-02-22,B05,C0051,card,8500
T0002964,2025-02-22 08:15:38,2025-02-22,B04,C0024,card,8600
T0002965,2025-02-22 17:29:32,2025-02-22,B05,C0030,card,6600
T0002966,2025-02-22 16:31:35,2025-02-22,B05,C0015,cash,6000
T0002967,2025-02-22 20:57:43,2025-02-22,B05,C0085,card,12600
T0002968,2025-02-22 21:49:04,2025-02-22,B01,,card,13300
T0002969,2025-02-22 11:22:23,2025-02-22,B03,C0102,card,25800
T0002970,2025-02-22 07:17:39,2025-02-22,B01,C0116,cash,6300
T0002971,2025-02-22 11:56:03,2025-02-22,B03,,wallet,7600
T0002972,2025-02-22 12:41:26,2025-02-22,B03,C0085,wallet,4100
T0002973,2025-02-22 19:19:38,2025-02-22,B06,C0109,cash,6400
T0002974,2025-02-22 22:34:31,2025-02-22,B05,C0062,card,11400
T0002975,2025-02-22 19:25:41,2025-02-22,B01,C0098,card,15700
T0002976,2025-02-22 10:12:59,2025-02-22,B01,C0102,wallet,7600
T0002977,2025-02-22 16:03:56,2025-02-22,B06,C0020,card,12900
T0002978,2025-02-22 20:36:27,2025-02-22,B06,C0059,wallet,12000
T0002979,2025-02-22 16:22:49,2025-02-22,B03,C0019,card,23900
T0002980,2025-02-22 18:17:57,2025-02-22,B01,C0026,cash,27000
T0002981,2025-02-22 19:49:00,2025-02-22,B04,C0045,card,9100
T0002982,2025-02-22 14:36:06,2025-02-22,B06,C0099,card,5900
T0002983,2025-02-22 15:54:14,2025-02-22,B04,C0039,wallet,4800
T0002984,2025-02-22 22:12:10,2025-02-22,B05,C0091,wallet,17500
T0002985,2025-02-22 11:27:03,2025-02-22,B01,C0025,cash,12600
T0002986,2025-02-22 19:52:59,2025-02-22,B02,C0063,cash,16000
T0002987,2025-02-22 12:37:08,2025-02-22,B02,C0107,card,16500
T0002988,2025-02-22 22:08:30,2025-02-22,B05,,wallet,15600
T0002989,2025-02-22 11:56:08,2025-02-22,B01,C0094,card,8100
T0002990,2025-02-22 17:01:51,2025-02-22,B01,C0024,card,21800
T0002991,2025-02-22 14:00:20,2025-02-22,B03,C0049,wallet,15800
T0002992,2025-02-22 08:08:28,2025-02-22,B05,C0054,wallet,33000
T0002993,2025-02-22 16:11:29,2025-02-22,B02,C0015,cash,3600
T0002994,2025-02-22 12:52:55,2025-02-22,B01,C0058,cash,1800
T0002995,2025-02-22 19:50:51,2025-02-22,B06,C0082,wallet,20100
T0002996,2025-02-22 21:07:59,2025-02-22,B01,,cash,8200
T0002997,2025-02-22 12:55:35,2025-02-22,B04,,cash,18600
T0002998,2025-02-22 19:08:56,2025-02-22,B06,C0074,cash,10200
T0002999,2025-02-22 19:32:49,2025-02-22,B03,C0114,cash,10500
T0003000,2025-02-22 20:19:20,2025-02-22,B01,C0085,cash,17100
T0003001,2025-02-22 15:44:28,2025-02-22,B01,C0031,card,8700
T0003002,2025-02-22 09:15:05,2025-02-22,B04,,wallet,10300
T0003003,2025-02-22 15:41:48,2025-02-22,B03,C0116,card,9100
T0003004,2025-02-22 16:34:34,2025-02-22,B06,C0114,wallet,15300
T0003005,2025-02-23 21:54:17,2025-02-23,B04,C0063,cash,3600
T0003006,2025-02-23 10:25:58,2025-02-23,B01,C0011,card,19600
T0003007,2025-02-23 08:36:12,2025-02-23,B03,C0024,card,3500
T0003008,2025-02-23 09:51:48,2025-02-23,B01,C0095,wallet,10200
T0003009,2025-02-23 16:37:23,2025-02-23,B03,,cash,6200
T0003010,2025-02-23 13:05:01,2025-02-23,B02,C0100,card,14300
T0003011,2025-02-23 09:50:41,2025-02-23,B02,C0053,cash,11300
T0003012,2025-02-23 13:33:48,2025-02-23,B01,C0096,card,7200
T0003013,2025-02-23 15:29:37,2025-02-23,B04,C0040,cash,25000
T0003014,2025-02-23 21:45:17,2025-02-23,B03,C0037,wallet,11900
T0003015,2025-02-23 21:37:36,2025-02-23,B03,,cash,20300
T0003016,2025-02-23 16:09:22,2025-02-23,B03,C0041,card,14900
T0003017,2025-02-23 09:23:55,2025-02-23,B02,,cash,33000
T0003018,2025-02-23 22:05:52,2025-02-23,B05,C0111,card,12100
T0003019,2025-02-23 14:05:09,2025-02-23,B03,C0046,card,21100
T0003020,2025-02-23 07:58:11,2025-02-23,B05,C0081,card,24100
T0003021,2025-02-23 20:06:09,2025-02-23,B04,C0120,cash,9100
T0003022,2025-02-23 20:41:17,2025-02-23,B05,C0014,cash,9800
T0003023,2025-02-23 14:12:57,2025-02-23,B03,,cash,18800
T0003024,2025-02-23 19:07:16,2025-02-23,B06,C0049,cash,11600
T0003025,2025-02-23 15:25:14,2025-02-23,B05,C0108,cash,5200
T0003026,2025-02-23 11:14:02,2025-02-23,B06,C0048,card,6800
T0003027,2025-02-23 09:02:20,2025-02-23,B05,C0094,cash,11600
T0003028,2025-02-23 17:33:24,2025-02-23,B05,,card,17100
T0003029,2025-02-23 13:37:38,2025-02-23,B03,C0120,card,12100
T0003030,2025-02-23 15:42:41,2025-02-23,B02,C0097,cash,22200
T0003031,2025-02-23 21:00:41,2025-02-23,B01,C0094,cash,14000
T0003032,2025-02-23 07:16:17,2025-02-23,B03,C0085,card,18400
T0003033,2025-02-23 19:11:24,2025-02-23,B05,C0065,cash,14300
T0003034,2025-02-23 16:57:47,2025-02-23,B02,C0040,cash,28100
T0003035,2025-02-23 07:05:39,2025-02-23,B01,,card,5500
T0003036,2025-02-23 16:03:39,2025-02-23,B05,C0102,wallet,33600
T0003037,2025-02-23 14:42:55,2025-02-23,B04,C0091,cash,8800
T0003038,2025-02-23 12:01:37,2025-02-23,B02,,cash,5900
T0003039,2025-02-23 20:24:44,2025-02-23,B06,C0007,wallet,6800
T0003040,2025-02-23 08:20:54,2025-02-23,B06,C0092,card,10800
T0003041,2025-02-23 10:09:09,2025-02-23,B01,C0120,cash,1800
T0003042,2025-02-23 15:29:32,2025-02-23,B02,C0109,cash,20800
T0003043,2025-02-23 14:26:57,2025-02-23,B02,C0023,cash,4600
T0003044,2025-02-23 20:04:06,2025-02-23,B05,C0094,cash,12400
T0003045,2025-02-23 09:50:52,2025-02-23,B04,C0035,wallet,15500
T0003046,2025-02-23 18:09:04,2025-02-23,B05,C0065,wallet,22100
T0003047,2025-02-23 17:40:48,2025-02-23,B04,C0080,wallet,10100
T0003048,2025-02-23 19:02:52,2025-02-23,B05,C0035,card,13700
T0003049,2025-02-23 19:19:16,2025-02-23,B04,C0045,card,24900
T0003050,2025-02-23 12:46:23,2025-02-23,B01,C0083,wallet,6800
T0003051,2025-02-23 07:50:29,2025-02-23,B02,C0060,cash,16100
T0003052,2025-02-23 15:30:19,2025-02-23,B04,C0107,wallet,6100
T0003053,2025-02-23 21:14:20,2025-02-23,B05,C0075,card,19800
T0003054,2025-02-23 08:22:40,2025-02-23,B01,,card,17300
T0003055,2025-02-23 14:29:00,2025-02-23,B03,C0029,cash,6300
T0003056,2025-02-23 10:01:27,2025-02-23,B04,C0111,card,18400
T0003057,2025-02-23 12:45:54,2025-02-23,B03,C0091,wallet,13500
T0003058,2025-02-23 18:44:28,2025-02-23,B02,C0034,wallet,12000
T0003059,2025-02-23 21:30:36,2025-02-23,B05,C0049,cash,11500
T0003060,2025-02-23 21:17:58,2025-02-23,B01,C0111,cash,27800
T0003061,2025-02-23 17:01:31,2025-02-23,B02,C0036,cash,15800
T0003062,2025-02-23 18:02:41,2025-02-23,B04,C0021,cash,8900
T0003063,2025-02-23 20:20:22,2025-02-23,B05,C0028,cash,6300
T0003064,2025-02-23 14:00:05,2025-02-23,B01,,wallet,34600
T0003065,2025-02-23 11:36:37,2025-02-23,B01,C0004,wallet,14000
T0003066,2025-02-23 17:35:44,2025-02-23,B02,C0119,cash,24800
T0003067,2025-02-23 11:03:09,2025-02-23,B01,C0054,wallet,12100
T0003068,2025-02-23 14:10:48,2025-02-23,B05,C0095,wallet,23300
T0003069,2025-02-24 14:28:52,2025-02-24,B01,C0095,cash,25100
T0003070,2025-02-24 14:29:31,2025-02-24,B01,C0112,wallet,27600
T0003071,2025-02-24 09:20:13,2025-02-24,B04,C0107,card,23200
T0003072,2025-02-24 14:56:45,2025-02-24,B01,,wallet,22500
T0003073,2025-02-24 14:32:47,2025-02-24,B04,,card,24100
T0003074,2025-02-24 20:22:53,2025-02-24,B01,C0052,card,7200
T0003075,2025-02-24 22:14:01,2025-02-24,B04,C0026,wallet,7400
T0003076,2025-02-24 12:37:36,2025-02-24,B04,,cash,2200
T0003077,2025-02-24 20:07:23,2025-02-24,B02,,cash,4700
T0003078,2025-02-24 07:16:58,2025-02-24,B05,C0008,cash,4900
T0003079,2025-02-24 22:21:24,2025-02-24,B01,C0062,wallet,20800
T0003080,2025-02-24 15:07:30,2025-02-24,B05,C0064,wallet,6400
T0003081,2025-02-24 19:28:13,2025-02-24,B03,C0093,wallet,6000
T0003082,2025-02-24 15:15:06,2025-02-24,B01,C0009,wallet,8400
T0003083,2025-02-24 13:27:26,2025-02-24,B02,C0038,cash,12800
T0003084,2025-02-24 08:53:22,2025-02-24,B04,C0015,cash,19500
T0003085,2025-02-24 17:59:35,2025-02-24,B04,,wallet,5100
T0003086,2025-02-24 13:56:50,2025-02-24,B03,C0033,wallet,8600
T0003087,2025-02-24 17:46:37,2025-02-24,B06,C0102,wallet,17100
T0003088,2025-02-24 14:00:55,2025-02-24,B02,C0045,cash,31500
T0003089,2025-02-24 17:19:51,2025-02-24,B03,C0092,cash,21900
T0003090,2025-02-24 08:42:43,2025-02-24,B05,,wallet,9400
T0003091,2025-02-24 11:51:58,2025-02-24,B02,C0105,wallet,11200
T0003092,2025-02-24 16:18:00,2025-02-24,B06,C0047,cash,6200
T0003093,2025-02-24 14:36:22,2025-02-24,B01,C0041,wallet,7900
T0003094,2025-02-24 22:42:45,2025-02-24,B04,C0108,card,9200
T0003095,2025-02-24 22:03:27,2025-02-24,B05,C0061,wallet,23200
T0003096,2025-02-24 11:18:27,2025-02-24,B04,C0072,cash,27700
T0003097,2025-02-24 14:06:22,2025-02-24,B03,C0051,cash,22200
T0003098,2025-02-24 17:26:40,2025-02-24,B04,C0026,card,6700
T0003099,2025-02-24 22:35:27,2025-02-24,B03,,wallet,5200
T0003100,2025-02-24 16:21:25,2025-02-24,B03,,wallet,16700
T0003101,2025-02-24 22:20:10,2025-02-24,B05,C0020,card,6300
T0003102,2025-02-24 15:33:14,2025-02-24,B03,,cash,14500
T0003103,2025-02-24 16:55:10,2025-02-24,B05,,card,6100
T0003104,2025-02-24 14:09:11,2025-02-24,B06,C0112,card,8400
T0003105,2025-02-24 17:23:27,2025-02-24,B02,C0094,wallet,9400
T0003106,2025-02-24 21:59:01,2025-02-24,B02,C0060,cash,7900
T0003107,2025-02-24 09:56:16,2025-02-24,B04,,cash,7500
T0003108,2025-02-24 18:36:59,2025-02-24,B02,C0020,card,21200
T0003109,2025-02-24 10:00:20,2025-02-24,B04,C0012,card,3800
T0003110,2025-02-24 16:04:44,2025-02-24,B04,C0116,card,16900
T0003111,2025-02-24 21:13:17,2025-02-24,B02,,card,4200
T0003112,2025-02-24 07:23:26,2025-02-24,B02,C0071,card,2200
T0003113,2025-02-24 14:13:21,2025-02-24,B04,C0112,card,8700
T0003114,2025-02-24 16:23:56,2025-02-24,B03,C0015,wallet,7100
T0003115,2025-02-24 17:17:41,2025-02-24,B05,C0092,cash,30700
T0003116,2025-02-24 12:22:23,2025-02-24,B04,C0051,wallet,11800
T0003117,2025-02-24 08:18:53,2025-02-24,B04,C0065,card,21800
T0003118,2025-02-24 08:33:02,2025-02-24,B05,C0058,wallet,19100
T0003119,2025-02-24 07:47:40,2025-02-24,B01,C0040,card,18100
T0003120,2025-02-24 14:35:43,2025-02-24,B05,C0058,card,17800
T0003121,2025-02-24 15:15:55,2025-02-24,B06,C0028,wallet,15300
T0003122,2025-02-24 14:35:33,2025-02-24,B04,C0050,card,10200
T0003123,2025-02-24 21:08:06,2025-02-24,B04,C0018,cash,9200
T0003124,2025-02-24 22:57:14,2025-02-24,B05,,card,15900
T0003125,2025-02-24 10:31:45,2025-02-24,B02,C0082,card,9200
T0003126,2025-02-24 14:24:43,2025-02-24,B05,,wallet,21200
T0003127,2025-02-24 19:07:39,2025-02-24,B02,,wallet,22100
T0003128,2025-02-25 19:45:34,2025-02-25,B02,C0039,wallet,16000
T0003129,2025-02-25 07:11:41,2025-02-25,B02,,cash,12500
T0003130,2025-02-25 13:49:45,2025-02-25,B02,C0069,cash,4800
T0003131,2025-02-25 22:18:39,2025-02-25,B02,C0043,cash,9000
T0003132,2025-02-25 12:03:39,2025-02-25,B03,C0014,cash,9000
T0003133,2025-02-25 11:15:44,2025-02-25,B02,,cash,3900
T0003134,2025-02-25 22:46:17,2025-02-25,B03,C0072,card,12000
T0003135,2025-02-25 16:10:29,2025-02-25,B06,C0013,card,9100
T0003136,2025-02-25 09:08:13,2025-02-25,B05,,wallet,15300
T0003137,2025-02-25 11:37:58,2025-02-25,B02,C0075,card,23000
T0003138,2025-02-25 11:46:29,2025-02-25,B03,C0114,card,7000
T0003139,2025-02-25 12:34:57,2025-02-25,B02,C0072,cash,17200
T0003140,2025-02-25 07:33:49,2025-02-25,B06,C0045,cash,13100
T0003141,2025-02-25 14:23:05,2025-02-25,B05,C0120,card,5100
T0003142,2025-02-25 22:30:35,2025-02-25,B01,C0068,wallet,2300
T0003143,2025-02-25 11:18:56,2025-02-25,B06,C0049,wallet,4600
T0003144,2025-02-25 17:39:16,2025-02-25,B02,,card,27100
T0003145,2025-02-25 08:15:36,2025-02-25,B02,,wallet,12700
T0003146,2025-02-25 11:15:29,2025-02-25,B04,C0055,wallet,19300
T0003147,2025-02-25 08:08:47,2025-02-25,B03,C0078,cash,2600
T0003148,2025-02-25 12:18:52,2025-02-25,B03,C0051,cash,22600
T0003149,2025-02-25 19:50:42,2025-02-25,B05,C0054,wallet,9700
T0003150,2025-02-25 21:18:28,2025-02-25,B04,,cash,5600
T0003151,2025-02-25 11:25:22,2025-02-25,B04,C0064,card,22900
T0003152,2025-02-25 17:04:37,2025-02-25,B03,C0020,card,6600
T0003153,2025-02-25 17:29:13,2025-02-25,B04,C0052,card,10600
T0003154,2025-02-25 07:05:38,2025-02-25,B03,C0060,card,6700
T0003155,2025-02-25 20:12:35,2025-02-25,B06,C0096,cash,2300
T0003156,2025-02-25 11:20:57,2025-02-25,B06,,card,18700
T0003157,2025-02-25 18:48:57,2025-02-25,B02,C0016,card,10700
T0003158,2025-02-25 12:12:29,2025-02-25,B05,C0016,cash,8400
T0003159,2025-02-25 15:44:36,2025-02-25,B01,C0059,cash,8800
T0003160,2025-02-25 09:21:51,2025-02-25,B02,C0001,cash,7800
T0003161,2025-02-25 07:49:14,2025-02-25,B03,C0074,wallet,6500
T0003162,2025-02-25 21:54:43,2025-02-25,B05,,cash,19300
T0003163,2025-02-25 22:01:30,2025-02-25,B01,C0056,wallet,6500
T0003164,2025-02-25 14:00:20,2025-02-25,B06,C0025,wallet,18000
T0003165,2025-02-25 12:27:11,2025-02-25,B01,C0111,wallet,12700
T0003166,2025-02-25 09:05:33,2025-02-25,B04,C0033,card,7600
T0003167,2025-02-25 14:29:55,2025-02-25,B04,C0027,card,10500
T0003168,2025-02-25 22:59:26,2025-02-25,B02,C0048,wallet,10200
T0003169,2025-02-25 09:31:50,2025-02-25,B06,C0097,wallet,29100
T0003170,2025-02-25 14:45:45,2025-02-25,B05,C0056,wallet,29300
T0003171,2025-02-25 22:20:35,2025-02-25,B06,C0114,cash,23800
T0003172,2025-02-25 07:22:57,2025-02-25,B05,C0067,wallet,8700
T0003173,2025-02-25 07:48:44,2025-02-25,B01,C0042,wallet,6700
T0003174,2025-02-25 11:50:32,2025-02-25,B05,,cash,18400
T0003175,2025-02-25 13:20:11,2025-02-25,B05,,cash,2500
T0003176,2025-02-25 08:59:33,2025-02-25,B06,C0031,wallet,19200
T0003177,2025-02-25 18:53:43,2025-02-25,B05,C0101,cash,21200
T0003178,2025-02-25 08:26:02,2025-02-25,B04,C0014,cash,12800
T0003179,2025-02-25 14:48:00,2025-02-25,B02,C0017,wallet,24100
T0003180,2025-02-25 09:54:00,2025-02-25,B01,C0012,cash,15000
T0003181,2025-02-25 19:21:28,2025-02-25,B05,C0086,wallet,23400
T0003182,2025-02-25 21:38:24,2025-02-25,B03,C0068,wallet,26300
T0003183,2025-02-26 16:40:42,2025-02-26,B05,C0085,wallet,9900
T0003184,2025-02-26 08:32:03,2025-02-26,B05,C0110,wallet,17300
T0003185,2025-02-26 21:50:02,2025-02-26,B06,C0075,wallet,14900
T0003186,2025-02-26 13:30:49,2025-02-26,B06,C0093,cash,18000
T0003187,2025-02-26 16:37:25,2025-02-26,B06,C0052,card,13300
T0003188,2025-02-26 20:13:58,2025-02-26,B06,C0009,wallet,10000
T0003189,2025-02-26 19:40:29,2025-02-26,B05,,cash,11300
T0003190,2025-02-26 13:00:51,2025-02-26,B03,C0011,cash,9500
T0003191,2025-02-26 16:29:13,2025-02-26,B01,C0008,wallet,23300
T0003192,2025-02-26 14:12:02,2025-02-26,B06,C0112,card,18400
T0003193,2025-02-26 22:54:56,2025-02-26,B02,C0052,wallet,6100
T0003194,2025-02-26 22:29:30,2025-02-26,B02,,wallet,12700
T0003195,2025-02-26 14:16:01,2025-02-26,B01,C0008,wallet,17400
T0003196,2025-02-26 13:26:23,2025-02-26,B05,C0006,card,7500
T0003197,2025-02-26 22:48:22,2025-02-26,B01,C0100,cash,21600
T0003198,2025-02-26 07:56:58,2025-02-26,B02,,wallet,4200
T0003199,2025-02-26 16:41:54,2025-02-26,B03,,card,30900
T0003200,2025-02-26 10:29:46,2025-02-26,B04,,wallet,3600
T0003201,2025-02-26 15:30:36,2025-02-26,B05,C0075,wallet,7500
T0003202,2025-02-26 13:44:20,2025-02-26,B04,C0081,card,3300
T0003203,2025-02-26 13:00:54,2025-02-26,B04,C0098,wallet,32700
T0003204,2025-02-26 07:37:07,2025-02-26,B05,C0021,wallet,20200
T0003205,2025-02-26 16:46:04,2025-02-26,B05,C0093,wallet,11300
T0003206,2025-02-26 20:50:55,2025-02-26,B03,C0059,wallet,14500
T0003207,2025-02-26 14:47:07,2025-02-26,B06,,cash,21800
T0003208,2025-02-26 11:44:51,2025-02-26,B04,C0041,card,24000
T0003209,2025-02-26 22:00:56,2025-02-26,B05,C0058,wallet,8400
T0003210,2025-02-26 21:46:22,2025-02-26,B02,C0014,cash,7100
T0003211,2025-02-26 16:05:16,2025-02-26,B03,C0094,cash,9100
T0003212,2025-02-26 21:47:54,2025-02-26,B05,,wallet,4600
T0003213,2025-02-26 19:39:26,2025-02-26,B04,C0097,cash,20300
