line_id,transaction_id,product_code,qty,unit_price,discount_amt,line_amount
L00007289,T0002929,HOU003,1,7100,200,6900
L00007290,T0002929,RTE004,1,8600,300,8300
L00007291,T0002929,DES002,1,5700,0,5700
L00007292,T0002930,DES003,1,3500,200,3300
L00007293,T0002930,HOU002,1,2500,0,2500
L00007294,T0002930,RTE001,1,6300,200,6100
L00007295,T0002931,SNK003,1,5200,300,4900
L00007296,T0002931,HOU001,2,3100,0,6200
L00007297,T0002931,DES003,1,3500,0,3500
L00007298,T0002931,RTE003,1,4900,300,4600
L00007299,T0002932,DES001,1,3100,0,3100
L00007300,T0002932,BEV002,2,1800,300,3300
L00007301,T0002932,SNK001,1,3900,200,3700
L00007302,T0002933,DES001,3,3300,500,9400
L00007303,T0002933,HOU001,1,3100,0,3100
L00007304,T0002934,SNK003,2,5300,0,10600
L00007305,T0002934,HOU002,1,2300,0,2300
L00007306,T0002935,SNK002,1,4000,0,4000
L00007307,T0002935,DES002,1,5900,200,5700
L00007308,T0002935,HOU003,1,7000,0,7000
L00007309,T0002936,RTE002,1,7200,300,6900
L00007310,T0002937,SNK004,3,3000,200,8800
L00007311,T0002937,HOU003,1,7100,0,7100
L00007312,T0002937,RTE004,1,8600,500,8100
L00007313,T0002937,BEV003,1,4000,0,4000
L00007314,T0002938,DES002,1,6000,0,6000
L00007315,T0002938,SNK003,1,5000,0,5000
L00007316,T0002938,RTE001,3,6500,200,19300
L00007317,T0002938,RTE002,1,7300,0,7300
L00007318,T0002939,HOU003,1,7000,200,6800
L00007319,T0002940,SNK001,2,4000,200,7800
L00007320,T0002940,HOU002,1,2400,0,2400
L00007321,T0002940,SNK004,1,2800,0,2800
L00007322,T0002941,BEV003,1,4000,500,3500
L00007323,T0002942,BEV003,2,4200,200,8200
L00007324,T0002943,SNK001,1,3600,200,3400
L00007325,T0002943,DES003,1,3500,500,3000
L00007326,T0002943,RTE002,2,7000,500,13500
L00007327,T0002943,BEV003,2,4400,0,8800
L00007328,T0002943,BEV002,1,1800,500,1300
L00007329,T0002944,SNK004,1,2600,300,2300
L00007330,T0002945,BEV003,1,4200,300,3900
L00007331,T0002945,RTE004,1,8700,0,8700
L00007332,T0002946,RTE003,1,4600,500,4100
L00007333,T0002946,BEV001,1,2500,0,2500
L00007334,T0002946,BEV004,1,2600,300,2300
L00007335,T0002946,SNK004,1,2900,500,2400
L00007336,T0002947,RTE001,2,6500,0,13000
L00007337,T0002947,BEV003,2,4200,0,8400
L00007338,T0002947,SNK002,3,4400,0,13200
L00007339,T0002948,BEV004,1,2800,0,2800
L00007340,T0002948,RTE004,1,8600,300,8300
L00007341,T0002949,DES002,2,5900,200,11600
L00007342,T0002950,DES002,1,5900,0,5900
L00007343,T0002950,BEV004,1,2400,500,1900
L00007344,T0002950,SNK004,1,2800,200,2600
L00007345,T0002951,DES003,2,3500,0,7000
L00007346,T0002951,BEV004,1,2600,200,2400
L00007347,T0002952,BEV004,1,2700,0,2700
L00007348,T0002952,BEV002,1,1600,0,1600
L00007349,T0002953,DES001,1,3300,0,3300
L00007350,T0002953,RTE001,1,6500,500,6000
L00007351,T0002953,BEV003,1,4000,0,4000
L00007352,T0002953,RTE002,1,7300,0,7300
L00007353,T0002953,HOU003,1,6900,300,6600
L00007354,T0002954,HOU002,1,2500,0,2500
L00007355,T0002955,BEV002,1,2000,300,1700
L00007356,T0002955,HOU002,1,2400,0,2400
L00007357,T0002956,SNK004,1,3000,0,3000
L00007358,T0002956,HOU003,2,6900,0,13800
L00007359,T0002956,DES003,2,3700,300,7100
L00007360,T0002956,SNK003,1,5300,300,5000
L00007361,T0002957,HOU001,1,3000,500,2500
L00007362,T0002958,BEV002,1,1800,200,1600
L00007363,T0002958,RTE002,1,7400,0,7400
L00007364,T0002959,RTE002,1,7300,200,7100
L00007365,T0002960,HOU001,1,2900,500,2400
L00007366,T0002961,HOU003,1,6900,300,6600
L00007367,T0002961,BEV001,1,2600,300,2300
L00007368,T0002961,HOU002,2,2300,500,4100
L00007369,T0002961,RTE002,1,7000,0,7000
L00007370,T0002961,RTE003,1,4900,0,4900
L00007371,T0002962,HOU002,1,2400,300,2100
L00007372,T0002962,DES003,1,3500,0,3500
L00007373,T0002963,RTE001,1,6700,0,6700
L00007374,T0002963,BEV002,1,1800,0,1800
L00007375,T0002964,RTE004,1,8800,200,8600
L00007376,T0002965,DES003,2,3300,0,6600
L00007377,T0002966,DES003,1,3500,0,3500
L00007378,T0002966,BEV001,1,2500,0,2500
L00007379,T0002967,RTE004,1,8600,200,8400
L00007380,T0002967,BEV003,1,4200,0,4200
L00007381,T0002968,DES002,1,5900,500,5400
L00007382,T0002968,RTE004,1,8400,500,7900
L00007383,T0002969,RTE002,3,7200,500,21100
L00007384,T0002969,DES001,1,3100,0,3100
L00007385,T0002969,BEV002,1,1800,200,1600
L00007386,T0002970,BEV001,2,2500,200,4800
L00007387,T0002970,BEV002,1,1800,300,1500
L00007388,T0002971,SNK001,2,3800,0,7600
L00007389,T0002972,SNK002,1,4300,200,4100
L00007390,T0002973,SNK002,1,4200,0,4200
L00007391,T0002973,BEV001,1,2500,300,2200
L00007392,T0002974,HOU002,1,2500,0,2500
L00007393,T0002974,BEV004,1,2400,500,1900
L00007394,T0002974,SNK001,1,3600,0,3600
L00007395,T0002974,DES003,1,3600,200,3400
L00007396,T0002975,HOU003,1,6900,0,6900
L00007397,T0002975,BEV002,1,1800,0,1800
L00007398,T0002975,RTE002,1,7300,300,7000
L00007399,T0002976,RTE003,1,5000,0,5000
L00007400,T0002976,SNK004,1,2800,200,2600
L00007401,T0002977,DES003,1,3500,0,3500
L00007402,T0002977,RTE003,2,4800,200,9400
L00007403,T0002978,SNK004,2,3000,300,5700
L00007404,T0002978,SNK002,1,4300,200,4100
L00007405,T0002978,HOU002,1,2500,300,2200
L00007406,T0002979,HOU003,1,6700,0,6700
L00007407,T0002979,RTE004,2,8600,0,17200
L00007408,T0002980,DES003,1,3300,0,3300
L00007409,T0002980,SNK003,1,5200,300,4900
L00007410,T0002980,RTE002,1,7200,200,7000
L00007411,T0002980,RTE004,1,8700,300,8400
L00007412,T0002980,BEV002,2,1800,200,3400
L00007413,T0002981,DES002,1,6000,300,5700
L00007414,T0002981,SNK001,1,3900,500,3400
L00007415,T0002982,DES002,1,5900,0,5900
L00007416,T0002983,SNK003,1,5000,200,4800
L00007417,T0002984,DES002,2,6000,500,11500
L00007418,T0002984,RTE001,1,6500,500,6000
L00007419,T0002985,SNK003,1,5000,0,5000
L00007420,T0002985,BEV004,1,2400,500,1900
L00007421,T0002985,DES002,1,5700,0,5700
L00007422,T0002986,RTE003,1,5000,300,4700
L00007423,T0002986,RTE002,1,7200,200,7000
L00007424,T0002986,RTE003,1,4800,500,4300
L00007425,T0002987,RTE004,1,8600,200,8400
L00007426,T0002987,BEV002,2,1900,0,3800
L00007427,T0002987,BEV003,1,4300,0,4300
L00007428,T0002988,SNK003,1,5200,0,5200
L00007429,T0002988,BEV004,1,2800,200,2600
L00007430,T0002988,SNK002,1,4300,500,3800
L00007431,T0002988,BEV002,2,2000,0,4000
L00007432,T0002989,BEV002,1,1800,0,1800
L00007433,T0002989,HOU002,1,2300,0,2300
L00007434,T0002989,BEV002,2,2000,0,4000
L00007435,T0002990,RTE002,2,7200,0,14400
L00007436,T0002990,RTE002,1,7400,0,7400
L00007437,T0002991,SNK003,2,5300,0,10600
L00007438,T0002991,SNK003,1,5200,0,5200
L00007439,T0002992,RTE003,1,4800,200,4600
L00007440,T0002992,RTE001,2,6700,0,13400
L00007441,T0002992,BEV002,1,1800,200,1600
L00007442,T0002992,HOU003,1,6900,0,6900
L00007443,T0002992,RTE001,1,6500,0,6500
L00007444,T0002993,DES003,1,3600,0,3600
L00007445,T0002994,BEV002,1,1800,0,1800
L00007446,T0002995,HOU001,1,2900,500,2400
L00007447,T0002995,DES001,1,3200,0,3200
L00007448,T0002995,RTE004,1,8600,0,8600
L00007449,T0002995,DES002,1,5900,0,5900
L00007450,T0002996,HOU002,2,2300,200,4400
L00007451,T0002996,BEV003,1,4000,200,3800
L00007452,T0002997,RTE001,3,6300,300,18600
L00007453,T0002998,DES001,2,3100,0,6200
L00007454,T0002998,SNK001,1,4000,0,4000
L00007455,T0002999,RTE003,1,4800,0,4800
L00007456,T0002999,SNK004,1,2800,0,2800
L00007457,T0002999,HOU001,1,2900,0,2900
L00007458,T0003000,HOU001,3,2900,300,8400
L00007459,T0003000,RTE004,1,8700,0,8700
L00007460,T0003001,HOU001,2,3100,300,5900
L00007461,T0003001,SNK004,1,2800,0,2800
L00007462,T0003002,SNK003,1,5300,0,5300
L00007463,T0003002,DES001,1,2900,300,2600
L00007464,T0003002,HOU001,1,2700,300,2400
L00007465,T0003003,RTE002,1,7300,500,6800
L00007466,T0003003,HOU002,1,2300,0,2300
L00007467,T0003004,RTE003,1,4800,200,4600
L00007468,T0003004,SNK004,1,2800,300,2500
L00007469,T0003004,BEV001,1,2500,0,2500
L00007470,T0003004,BEV004,1,2800,0,2800
L00007471,T0003004,HOU001,1,2900,0,2900
L00007472,T0003005,DES003,1,3600,0,3600
L00007473,T0003006,BEV004,1,2800,0,2800
L00007474,T0003006,RTE003,1,4800,300,4500
L00007475,T0003006,DES002,1,5900,0,5900
L00007476,T0003006,DES003,2,3300,200,6400
L00007477,T0003007,SNK002,1,4000,500,3500
L00007478,T0003008,DES002,1,6000,0,6000
L00007479,T0003008,BEV003,1,4200,0,4200
L00007480,T0003009,DES001,2,3100,0,6200
L00007481,T0003010,BEV001,3,2500,300,7200
L00007482,T0003010,BEV002,1,1800,0,1800
L00007483,T0003010,BEV002,1,1600,500,1100
L00007484,T0003010,BEV003,1,4200,0,4200
L00007485,T0003011,BEV004,1,2400,300,2100
L00007486,T0003011,BEV001,1,2600,300,2300
L00007487,T0003011,HOU003,1,6900,0,6900
L00007488,T0003012,RTE002,1,7200,0,7200
L00007489,T0003013,RTE004,1,8700,0,8700
L00007490,T0003013,DES003,1,3600,0,3600
L00007491,T0003013,RTE001,2,6600,500,12700
L00007492,T0003014,HOU003,1,6900,0,6900
L00007493,T0003014,RTE003,1,5000,0,5000
L00007494,T0003015,SNK001,1,3800,300,3500
L00007495,T0003015,BEV003,1,4400,0,4400
L00007496,T0003015,RTE004,1,8700,0,8700
L00007497,T0003015,BEV004,1,2400,200,2200
L00007498,T0003015,BEV002,1,1800,300,1500
L00007499,T0003016,HOU002,1,2100,200,1900
L00007500,T0003016,SNK003,1,5200,0,5200
L00007501,T0003016,RTE003,1,5000,0,5000
L00007502,T0003016,SNK004,1,2800,0,2800
L00007503,T0003017,SNK001,2,3600,500,6700
L00007504,T0003017,RTE001,1,6700,0,6700
L00007505,T0003017,RTE002,2,7000,0,14000
L00007506,T0003017,SNK004,2,2900,200,5600
L00007507,T0003018,DES002,1,5900,0,5900
L00007508,T0003018,DES001,1,2900,0,2900
L00007509,T0003018,SNK001,1,3800,500,3300
L00007510,T0003019,SNK003,1,5200,200,5000
L00007511,T0003019,BEV002,1,1600,0,1600
L00007512,T0003019,BEV001,2,2500,300,4700
L00007513,T0003019,DES002,1,6100,200,5900
L00007514,T0003019,BEV003,1,4200,300,3900
L00007515,T0003020,SNK002,1,4200,0,4200
L00007516,T0003020,SNK001,2,4000,0,8000
L00007517,T0003020,RTE004,1,8800,0,8800
L00007518,T0003020,DES001,1,3100,0,3100
L00007519,T0003021,SNK001,1,3600,300,3300
L00007520,T0003021,DES002,1,6000,200,5800
L00007521,T0003022,SNK001,1,3800,0,3800
L00007522,T0003022,DES002,1,6000,0,6000
L00007523,T0003023,BEV003,1,4400,0,4400
L00007524,T0003023,BEV002,1,1800,0,1800
L00007525,T0003023,SNK002,3,4200,0,12600
L00007526,T0003024,HOU001,1,3100,300,2800
L00007527,T0003024,RTE001,1,6700,200,6500
L00007528,T0003024,BEV004,1,2800,500,2300
L00007529,T0003025,BEV004,2,2600,0,5200
L00007530,T0003026,DES001,1,3100,0,3100
L00007531,T0003026,BEV003,1,4200,500,3700
L00007532,T0003027,BEV003,1,4000,500,3500
L00007533,T0003027,RTE004,1,8600,500,8100
L00007534,T0003028,SNK002,2,4200,0,8400
L00007535,T0003028,HOU001,2,2700,0,5400
L00007536,T0003028,DES001,1,3300,0,3300
L00007537,T0003029,BEV002,1,1800,300,1500
L00007538,T0003029,SNK003,2,5400,200,10600
L00007539,T0003030,RTE002,1,7400,0,7400
L00007540,T0003030,DES001,2,3200,200,6200
L00007541,T0003030,SNK002,2,4300,0,8600
L00007542,T0003031,SNK002,2,4400,0,8800
L00007543,T0003031,SNK003,1,5200,0,5200
L00007544,T0003032,BEV003,1,4200,300,3900
L00007545,T0003032,DES002,1,6100,500,5600
L00007546,T0003032,BEV004,1,2400,0,2400
L00007547,T0003032,RTE001,1,6700,200,6500
L00007548,T0003033,SNK003,1,5400,0,5400
L00007549,T0003033,BEV004,1,2600,0,2600
L00007550,T0003033,DES001,2,3300,300,6300
L00007551,T0003034,BEV002,1,1800,300,1500
L00007552,T0003034,HOU002,2,2300,300,4300
L00007553,T0003034,RTE001,1,6500,200,6300
L00007554,T0003034,RTE001,1,6300,0,6300
L00007555,T0003034,SNK003,2,5000,300,9700
L00007556,T0003035,DES002,1,5700,200,5500
L00007557,T0003036,SNK003,1,5200,200,5000
L00007558,T0003036,SNK001,1,4000,0,4000
L00007559,T0003036,SNK003,2,5200,500,9900
L00007560,T0003036,SNK001,3,3900,300,11400
L00007561,T0003036,DES003,1,3300,0,3300
L00007562,T0003037,SNK004,1,2800,0,2800
L00007563,T0003037,RTE001,1,6300,300,6000
L00007564,T0003038,DES002,1,5900,0,5900
L00007565,T0003039,HOU001,1,2900,500,2400
L00007566,T0003039,BEV003,1,4400,0,4400
L00007567,T0003040,SNK004,1,2800,300,2500
L00007568,T0003040,RTE001,1,6500,300,6200
L00007569,T0003040,HOU002,1,2100,0,2100
L00007570,T0003041,BEV002,1,1800,0,1800
L00007571,T0003042,SNK001,1,3800,0,3800
L00007572,T0003042,RTE001,1,6700,300,6400
L00007573,T0003042,RTE001,1,6700,0,6700
L00007574,T0003042,SNK001,1,3900,0,3900
L00007575,T0003043,DES001,1,3100,0,3100
L00007576,T0003043,BEV002,1,1800,300,1500
L00007577,T0003044,BEV001,1,2700,0,2700
L00007578,T0003044,BEV001,1,2600,0,2600
L00007579,T0003044,HOU003,1,7100,0,7100
L00007580,T0003045,BEV001,1,2700,500,2200
L00007581,T0003045,SNK002,2,4200,0,8400
L00007582,T0003045,HOU002,1,2500,0,2500
L00007583,T0003045,BEV004,1,2400,0,2400
L00007584,T0003046,RTE004,1,8800,0,8800
L00007585,T0003046,BEV004,1,2800,200,2600
L00007586,T0003046,SNK002,1,4200,200,4000
L00007587,T0003046,BEV001,3,2300,200,6700
L00007588,T0003047,DES001,1,3100,0,3100
L00007589,T0003047,RTE003,1,5000,0,5000
L00007590,T0003047,BEV001,1,2500,500,2000
L00007591,T0003048,RTE003,1,4600,200,4400
L00007592,T0003048,RTE003,2,4900,500,9300
L00007593,T0003049,DES002,2,5700,0,11400
L00007594,T0003049,BEV002,2,1800,0,3600
L00007595,T0003049,BEV002,1,1600,500,1100
L00007596,T0003049,RTE004,1,8800,0,8800
L00007597,T0003050,SNK002,1,4200,300,3900
L00007598,T0003050,DES001,1,3100,200,2900
L00007599,T0003051,RTE004,1,8700,500,8200
L00007600,T0003051,RTE004,1,8400,500,7900
L00007601,T0003052,BEV003,1,4200,500,3700
L00007602,T0003052,BEV004,1,2600,200,2400
L00007603,T0003053,RTE004,1,8600,0,8600
L00007604,T0003053,DES002,1,5700,0,5700
L00007605,T0003053,DES002,1,5700,200,5500
L00007606,T0003054,HOU003,1,7000,300,6700
L00007607,T0003054,BEV002,1,1800,0,1800
L00007608,T0003054,BEV003,1,4200,0,4200
L00007609,T0003054,DES001,1,3100,300,2800
L00007610,T0003054,BEV002,1,1800,0,1800
L00007611,T0003055,RTE001,1,6300,0,6300
L00007612,T0003056,HOU003,1,6900,200,6700
L00007613,T0003056,SNK003,1,5000,0,5000
L00007614,T0003056,BEV002,1,1800,300,1500
L00007615,T0003056,SNK003,1,5200,0,5200
L00007616,T0003057,HOU001,1,2900,0,2900
L00007617,T0003057,BEV001,3,2500,0,7500
L00007618,T0003057,DES001,1,3100,0,3100
L00007619,T0003058,RTE001,1,6600,200,6400
L00007620,T0003058,HOU001,1,3100,0,3100
L00007621,T0003058,BEV004,1,2700,200,2500
L00007622,T0003059,HOU001,1,2700,0,2700
L00007623,T0003059,RTE001,1,6500,300,6200
L00007624,T0003059,SNK004,1,2900,300,2600
L00007625,T0003060,HOU003,1,6900,200,6700
L00007626,T0003060,BEV003,1,4000,0,4000
L00007627,T0003060,BEV003,1,4200,0,4200
L00007628,T0003060,SNK002,3,4300,0,12900
L00007629,T0003061,SNK001,1,3800,0,3800
L00007630,T0003061,RTE003,2,4800,0,9600
L00007631,T0003061,HOU001,1,2900,500,2400
L00007632,T0003062,HOU003,1,6900,500,6400
L00007633,T0003062,BEV001,1,2500,0,2500
L00007634,T0003063,BEV001,1,2300,200,2100
L00007635,T0003063,SNK002,1,4200,0,4200
L00007636,T0003064,BEV002,3,1800,200,5200
L00007637,T0003064,RTE002,1,7300,200,7100
L00007638,T0003064,HOU003,2,7000,300,13700
L00007639,T0003064,RTE004,1,8600,0,8600
L00007640,T0003065,DES001,1,3100,0,3100
L00007641,T0003065,BEV003,1,4400,500,3900
L00007642,T0003065,HOU003,1,7000,0,7000
L00007643,T0003066,SNK001,1,3900,200,3700
L00007644,T0003066,BEV001,1,2500,0,2500
L00007645,T0003066,HOU003,2,6700,300,13100
L00007646,T0003066,SNK001,1,3900,0,3900
L00007647,T0003066,BEV002,1,1900,300,1600
L00007648,T0003067,RTE002,1,7200,0,7200
L00007649,T0003067,DES003,1,3500,0,3500
L00007650,T0003067,BEV002,1,1600,200,1400
L00007651,T0003068,HOU001,1,2900,300,2600
L00007652,T0003068,RTE003,1,4600,0,4600
L00007653,T0003068,DES001,2,3100,200,6000
L00007654,T0003068,RTE001,1,6300,0,6300
L00007655,T0003068,BEV003,1,4000,200,3800
L00007656,T0003069,BEV002,2,2000,500,3500
L00007657,T0003069,BEV003,1,4400,0,4400
L00007658,T0003069,RTE004,2,8600,0,17200
L00007659,T0003070,BEV003,1,4400,300,4100
L00007660,T0003070,SNK001,1,3600,500,3100
L00007661,T0003070,HOU001,1,3100,0,3100
L00007662,T0003070,RTE004,2,8800,300,17300
L00007663,T0003071,BEV003,2,4000,500,7500
L00007664,T0003071,BEV003,1,4000,0,4000
L00007665,T0003071,HOU002,2,2500,200,4800
L00007666,T0003071,HOU003,1,6900,0,6900
L00007667,T0003072,HOU003,1,7000,0,7000
L00007668,T0003072,RTE001,1,6300,0,6300
L00007669,T0003072,HOU001,1,2900,500,2400
L00007670,T0003072,SNK002,1,4400,500,3900
L00007671,T0003072,HOU001,1,2900,0,2900
L00007672,T0003073,SNK003,2,5300,300,10300
L00007673,T0003073,HOU003,1,6900,0,6900
L00007674,T0003073,RTE002,1,7200,300,6900
L00007675,T0003074,RTE002,1,7200,0,7200
L00007676,T0003075,RTE002,1,7400,0,7400
L00007677,T0003076,BEV001,1,2500,300,2200
L00007678,T0003077,SNK003,1,5000,300,4700
L00007679,T0003078,BEV004,1,2400,0,2400
L00007680,T0003078,BEV001,1,2500,0,2500
L00007681,T0003079,RTE002,1,7200,0,7200
L00007682,T0003079,BEV003,1,4300,300,4000
L00007683,T0003079,SNK003,1,5200,0,5200
L00007684,T0003079,BEV004,1,2700,200,2500
L00007685,T0003079,BEV002,1,1900,0,1900
L00007686,T0003080,HOU003,1,6900,500,6400
L00007687,T0003081,SNK002,1,4000,0,4000
L00007688,T0003081,BEV001,1,2500,500,2000
L00007689,T0003082,BEV002,1,1900,200,1700
L00007690,T0003082,HOU003,1,6700,0,6700
L00007691,T0003083,DES001,2,3200,300,6100
L00007692,T0003083,HOU003,1,6700,0,6700
L00007693,T0003084,BEV002,1,1800,0,1800
L00007694,T0003084,DES002,3,5900,0,17700
L00007695,T0003085,SNK003,1,5400,300,5100
L00007696,T0003086,RTE001,1,6500,0,6500
L00007697,T0003086,HOU002,1,2100,0,2100
L00007698,T0003087,DES001,3,3100,200,9100
L00007699,T0003087,RTE003,1,5000,0,5000
L00007700,T0003087,SNK004,1,3000,0,3000
L00007701,T0003088,BEV002,1,1800,300,1500
L00007702,T0003088,HOU001,1,2700,300,2400
L00007703,T0003088,RTE002,2,7300,300,14300
L00007704,T0003088,RTE003,1,4600,0,4600
L00007705,T0003088,RTE004,1,8700,0,8700
L00007706,T0003089,DES001,3,3200,0,9600
L00007707,T0003089,BEV004,2,2800,200,5400
L00007708,T0003089,RTE002,1,7400,500,6900
L00007709,T0003090,SNK001,2,3900,0,7800
L00007710,T0003090,BEV002,1,1600,0,1600
L00007711,T0003091,BEV004,1,2600,200,2400
L00007712,T0003091,HOU003,1,6700,500,6200
L00007713,T0003091,BEV004,1,2800,200,2600
L00007714,T0003092,BEV001,1,2300,0,2300
L00007715,T0003092,SNK002,1,4200,300,3900
L00007716,T0003093,BEV003,2,4200,500,7900
L00007717,T0003094,SNK004,1,2800,200,2600
L00007718,T0003094,RTE001,1,6600,0,6600
L00007719,T0003095,RTE002,1,7000,0,7000
L00007720,T0003095,RTE001,1,6700,500,6200
L00007721,T0003095,SNK003,1,5400,0,5400
L00007722,T0003095,RTE003,1,4900,300,4600
L00007723,T0003096,HOU003,1,7100,0,7100
L00007724,T0003096,HOU002,1,2400,0,2400
L00007725,T0003096,HOU001,1,3100,300,2800
L00007726,T0003096,RTE004,1,8400,0,8400
L00007727,T0003096,HOU003,1,7000,0,7000
L00007728,T0003097,RTE002,1,7200,500,6700
L00007729,T0003097,RTE003,2,5000,0,10000
L00007730,T0003097,DES001,1,3100,0,3100
L00007731,T0003097,BEV001,1,2700,300,2400
L00007732,T0003098,RTE002,1,7200,500,6700
L00007733,T0003099,SNK003,1,5200,0,5200
L00007734,T0003100,SNK002,2,4400,0,8800
L00007735,T0003100,DES001,1,3100,200,2900
L00007736,T0003100,SNK003,1,5000,0,5000
L00007737,T0003101,RTE001,1,6300,0,6300
L00007738,T0003102,DES002,1,6000,0,6000
L00007739,T0003102,DES002,1,5900,0,5900
L00007740,T0003102,SNK004,1,2600,0,2600
L00007741,T0003103,DES001,2,3300,500,6100
L00007742,T0003104,RTE004,1,8400,0,8400
L00007743,T0003105,BEV001,1,2500,500,2000
L00007744,T0003105,DES003,2,3700,0,7400
L00007745,T0003106,SNK003,1,5400,0,5400
L00007746,T0003106,BEV001,1,2500,0,2500
L00007747,T0003107,BEV002,1,1800,0,1800
L00007748,T0003107,BEV002,3,1900,0,5700
L00007749,T0003108,DES003,1,3700,0,3700
L00007750,T0003108,RTE004,1,8400,0,8400
L00007751,T0003108,HOU002,3,2300,200,6700
L00007752,T0003108,BEV001,1,2700,300,2400
L00007753,T0003109,SNK001,1,3800,0,3800
L00007754,T0003110,BEV003,2,4400,200,8600
L00007755,T0003110,RTE002,1,7200,200,7000
L00007756,T0003110,BEV002,1,1600,300,1300
L00007757,T0003111,BEV003,1,4200,0,4200
L00007758,T0003112,BEV004,1,2400,200,2200
L00007759,T0003113,BEV002,1,1800,0,1800
L00007760,T0003113,BEV003,1,4200,0,4200
L00007761,T0003113,BEV001,1,2700,0,2700
L00007762,T0003114,SNK001,1,3800,0,3800
L00007763,T0003114,DES003,1,3300,0,3300
L00007764,T0003115,BEV003,1,4300,0,4300
L00007765,T0003115,DES002,1,5900,0,5900
L00007766,T0003115,RTE001,1,6600,500,6100
L00007767,T0003115,DES002,1,6000,200,5800
L00007768,T0003115,RTE004,1,8600,0,8600
L00007769,T0003116,SNK002,2,4200,300,8100
L00007770,T0003116,SNK001,1,3900,200,3700
L00007771,T0003117,RTE002,2,7300,0,14600
L00007772,T0003117,SNK001,2,3600,0,7200
L00007773,T0003118,SNK001,1,3600,300,3300
L00007774,T0003118,SNK001,2,3900,0,7800
L00007775,T0003118,SNK001,1,3800,200,3600
L00007776,T0003118,SNK002,1,4400,0,4400
L00007777,T0003119,DES002,2,5700,300,11100
L00007778,T0003119,BEV004,1,2600,300,2300
L00007779,T0003119,SNK003,1,5200,500,4700
L00007780,T0003120,SNK004,2,2900,0,5800
L00007781,T0003120,RTE002,1,7300,300,7000
L00007782,T0003120,BEV001,1,2500,0,2500
L00007783,T0003120,BEV001,1,2500,0,2500
L00007784,T0003121,BEV001,2,2600,500,4700
L00007785,T0003121,DES001,1,3200,300,2900
L00007786,T0003121,SNK003,1,5400,300,5100
L00007787,T0003121,SNK004,1,2600,0,2600
L00007788,T0003122,SNK003,1,5200,0,5200
L00007789,T0003122,BEV001,2,2500,0,5000
L00007790,T0003123,DES001,1,3200,200,3000
L00007791,T0003123,HOU002,1,2100,300,1800
L00007792,T0003123,SNK002,1,4400,0,4400
L00007793,T0003124,HOU003,1,6700,0,6700
L00007794,T0003124,HOU001,1,3000,200,2800
L00007795,T0003124,HOU003,1,6700,300,6400
L00007796,T0003125,DES002,1,5700,500,5200
L00007797,T0003125,SNK002,1,4000,0,4000
L00007798,T0003126,RTE002,2,7400,200,14600
L00007799,T0003126,BEV001,2,2500,0,5000
L00007800,T0003126,BEV002,1,1600,0,1600
L00007801,T0003127,RTE001,3,6500,0,19500
L00007802,T0003127,HOU001,1,2900,300,2600
L00007803,T0003128,RTE001,1,6700,0,6700
L00007804,T0003128,BEV003,1,4200,0,4200
L00007805,T0003128,BEV001,1,2500,0,2500
L00007806,T0003128,BEV004,1,2600,0,2600
L00007807,T0003129,SNK001,1,3900,500,3400
L00007808,T0003129,SNK001,1,3800,0,3800
L00007809,T0003129,SNK003,1,5300,0,5300
L00007810,T0003130,RTE003,1,4800,0,4800
L00007811,T0003131,HOU001,1,3100,0,3100
L00007812,T0003131,DES002,1,5900,0,5900
L00007813,T0003132,HOU002,2,2100,300,3900
L00007814,T0003132,BEV001,1,2300,0,2300
L00007815,T0003132,SNK004,1,2800,0,2800
L00007816,T0003133,SNK002,1,4400,500,3900
L00007817,T0003134,RTE004,1,8400,0,8400
L00007818,T0003134,SNK001,1,3800,200,3600
L00007819,T0003135,RTE001,1,6500,500,6000
L00007820,T0003135,DES001,1,3100,0,3100
L00007821,T0003136,SNK003,1,5300,0,5300
L00007822,T0003136,RTE003,1,4900,0,4900
L00007823,T0003136,BEV001,1,2500,0,2500
L00007824,T0003136,HOU001,1,2900,300,2600
L00007825,T0003137,HOU003,1,7100,200,6900
L00007826,T0003137,BEV003,1,4200,300,3900
L00007827,T0003137,DES002,2,6100,0,12200
L00007828,T0003138,DES003,2,3500,0,7000
L00007829,T0003139,SNK003,1,5000,0,5000
L00007830,T0003139,DES003,1,3600,200,3400
L00007831,T0003139,RTE004,1,8800,0,8800
L00007832,T0003140,SNK004,1,2800,500,2300
L00007833,T0003140,HOU002,1,2100,0,2100
L00007834,T0003140,RTE004,1,8700,0,8700
L00007835,T0003141,BEV004,2,2800,500,5100
L00007836,T0003142,SNK004,1,2800,500,2300
L00007837,T0003143,HOU002,1,2100,200,1900
L00007838,T0003143,HOU001,1,2700,0,2700
L00007839,T0003144,BEV001,1,2500,500,2000
L00007840,T0003144,HOU002,1,2300,0,2300
L00007841,T0003144,BEV003,2,4200,0,8400
L00007842,T0003144,RTE002,2,7200,0,14400
L00007843,T0003145,HOU002,2,2300,500,4100
L00007844,T0003145,HOU002,1,2500,500,2000
L00007845,T0003145,HOU003,1,7100,500,6600
L00007846,T0003146,HOU003,2,7100,200,14000
L00007847,T0003146,BEV002,1,1600,200,1400
L00007848,T0003146,SNK001,1,3900,0,3900
L00007849,T0003147,SNK004,1,2600,0,2600
L00007850,T0003148,SNK002,1,4200,0,4200
